otu	statistic	p.value	method	alternative	p.value.adj
Lachnospiraceae (OTU 2707)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2717)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2729)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2734)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2735)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2738)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 2740)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2744)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2748)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2752)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Romboutsia (OTU 2755)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2758)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2759)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2763)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2764)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 2773)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 2774)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2782)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricimonas (OTU 2784)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2791)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2800)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2803)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2818)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2820)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2826)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2828)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2833)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2835)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2847)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2857)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2859)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2860)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2866)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2869)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Blautia (OTU 2870)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2876)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2878)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2882)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2884)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2885)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2895)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2896)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 2899)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2904)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2905)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 2912)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2913)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2914)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2915)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2916)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2917)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2920)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2922)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2932)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2935)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2946)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2947)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2950)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2951)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2955)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2964)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2966)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2968)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricimonas (OTU 2969)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2975)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2976)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2977)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2980)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2983)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2984)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2986)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2989)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2992)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2998)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 2999)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 3004)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 3009)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 3010)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3012)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3014)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 3021)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 3025)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3032)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3035)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3043)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 3049)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3055)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 3057)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3071)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3078)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3083)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 3088)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaeroplasma (OTU 3090)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaeroplasma (OTU 3096)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3097)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3102)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3104)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 3108)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 3115)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3129)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterococcaceae (OTU 3136)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 3148)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Facklamia (OTU 3151)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 3152)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 3153)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 3154)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillaceae (OTU 3160)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3163)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Streptococcus (OTU 3170)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillales (OTU 3171)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Streptococcus (OTU 3173)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 3174)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lactobacillus (OTU 3178)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Gammaproteobacteria (OTU 3181)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Gammaproteobacteria (OTU 3182)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3203)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3210)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3211)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Nocardiopsis (OTU 3213)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Actinomycetales (OTU 3214)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3217)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Corynebacterium (OTU 3218)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Micrococcaceae (OTU 3224)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Rhodococcus (OTU 3226)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3228)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3238)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3239)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3240)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3242)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3244)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 3245)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 3250)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 3261)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 3262)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3273)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3280)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3285)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 3286)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 3287)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3292)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3299)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Escherichia/Shigella (OTU 3309)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3310)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3313)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3320)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 3321)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Deltaproteobacteria (OTU 3324)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3328)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 3330)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3333)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Pseudomonadaceae (OTU 3336)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3341)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3347)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3350)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3351)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3352)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3356)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3357)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3359)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3360)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Turicibacter (OTU 3364)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Turicibacter (OTU 3367)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3373)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 3377)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucilaginibacter (OTU 3387)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Pectinatus (OTU 3395)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3402)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3409)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 3412)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 3415)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 3417)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Coriobacteriaceae (OTU 3419)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Coriobacteriaceae (OTU 3420)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 3425)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 3432)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 3435)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 3436)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 3437)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 3440)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 3441)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 3442)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alphaproteobacteria (OTU 3447)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
